"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"INFY","EQ","27-Oct-2015","       1152.15","       1150.00","       1155.00","       1144.10","       1147.35","       1149.40","       1149.74","    2631874","          3025971573.35","      79833","    1878077","         71.36"
"INFY","EQ","28-Oct-2015","       1149.40","       1144.50","       1158.00","       1139.00","       1155.10","       1153.20","       1147.14","    2627736","          3014378473.55","      95707","    1841598","         70.08"
"INFY","EQ","29-Oct-2015","       1153.20","       1153.10","       1155.90","       1136.05","       1142.25","       1145.05","       1143.62","    2943662","          3366420195.70","      74479","    2045021","         69.47"
"INFY","EQ","30-Oct-2015","       1145.05","       1145.00","       1145.00","       1130.00","       1132.00","       1135.45","       1135.02","    2022338","          2295389841.60","      57656","    1151943","         56.96"
"INFY","EQ","02-Nov-2015","       1135.45","       1130.00","       1135.80","       1114.10","       1133.75","       1131.20","       1123.76","    1772494","          1991855082.85","      44108","     806329","         45.49"
"INFY","EQ","03-Nov-2015","       1131.20","       1133.40","       1150.45","       1133.40","       1140.15","       1145.50","       1144.00","    1807341","          2067599135.60","      47225","     962391","         53.25"
"INFY","EQ","04-Nov-2015","       1145.50","       1150.10","       1157.60","       1132.30","       1137.05","       1136.80","       1142.83","    1602786","          1831716976.70","      60740","     917154","         57.22"
"INFY","EQ","05-Nov-2015","       1136.80","       1142.95","       1145.00","       1119.40","       1120.40","       1122.90","       1133.30","    1172653","          1328964252.45","      33057","     545046","         46.48"
"INFY","EQ","06-Nov-2015","       1122.90","       1123.00","       1143.90","       1122.90","       1140.20","       1138.30","       1137.85","    1513086","          1721665528.55","      43442","     893260","         59.04"
"INFY","EQ","09-Nov-2015","       1138.30","       1120.00","       1140.00","       1115.20","       1138.15","       1134.60","       1127.68","    3062838","          3453897090.65","      73732","    2080780","         67.94"
"INFY","EQ","10-Nov-2015","       1134.60","       1127.50","       1127.50","       1100.10","       1106.00","       1103.85","       1114.22","    2340026","          2607306462.80","      56153","    1618684","         69.17"
"INFY","EQ","11-Nov-2015","       1103.85","       1118.00","       1118.00","       1103.00","       1109.30","       1107.60","       1109.42","     353652","           392348101.95","      13196","     166222","         47.00"
"INFY","EQ","13-Nov-2015","       1107.60","       1099.95","       1106.00","       1090.00","       1097.00","       1100.80","       1097.45","    1760434","          1931991867.85","      86653","    1134912","         64.47"
"INFY","EQ","16-Nov-2015","       1100.80","       1083.65","       1094.00","       1067.20","       1088.00","       1080.20","       1081.23","    3404167","          3680672583.85","      84079","    2089950","         61.39"
"INFY","EQ","17-Nov-2015","       1080.20","       1080.00","       1082.90","       1052.00","       1058.60","       1061.50","       1061.53","    3592053","          3813081588.30","     130125","    2136025","         59.47"
"INFY","EQ","18-Nov-2015","       1061.50","       1041.00","       1045.15","       1011.25","       1020.45","       1020.00","       1027.76","    5062626","          5203187274.05","     163352","    2860889","         56.51"
"INFY","EQ","19-Nov-2015","       1020.00","       1030.25","       1052.00","       1023.80","       1048.00","       1047.80","       1038.56","    4269811","          4434439166.50","     169433","    2638720","         61.80"
"INFY","EQ","20-Nov-2015","       1047.80","       1048.00","       1063.20","       1042.05","       1051.00","       1052.40","       1053.83","    3041489","          3205219967.90","     151348","    1851747","         60.88"
"INFY","EQ","23-Nov-2015","       1052.40","       1050.00","       1062.40","       1038.00","       1052.00","       1053.70","       1053.76","    2808175","          2959155996.55","      90521","    1799534","         64.08"
"INFY","EQ","24-Nov-2015","       1053.70","       1050.00","       1050.80","       1037.00","       1040.70","       1041.15","       1043.40","    2162901","          2256779096.45","      58310","    1249010","         57.75"
"INFY","EQ","26-Nov-2015","       1041.15","       1040.95","       1059.50","       1040.05","       1050.00","       1052.40","       1051.79","    4926984","          5182136976.25","     114757","    3656974","         74.22"
"INFY","EQ","27-Nov-2015","       1052.40","       1058.00","       1070.00","       1045.00","       1066.00","       1066.35","       1060.99","    2571239","          2728062595.80","      69214","    1799884","         70.00"
"INFY","EQ","30-Nov-2015","       1066.35","       1070.00","       1098.30","       1056.20","       1083.05","       1087.90","       1083.44","    9052767","          9808155224.30","     108763","    5565189","         61.48"
"INFY","EQ","01-Dec-2015","       1087.90","       1088.00","       1095.00","       1072.95","       1075.45","       1079.00","       1082.42","    2949275","          3192356939.50","      76585","    1982960","         67.24"
"INFY","EQ","02-Dec-2015","       1079.00","       1079.95","       1079.95","       1059.00","       1061.10","       1060.70","       1064.12","    3198808","          3403928890.80","      90123","    2139233","         66.88"
"INFY","EQ","03-Dec-2015","       1060.70","       1061.00","       1064.80","       1049.05","       1059.00","       1057.75","       1056.77","    2752363","          2908624057.85","     110543","    1838358","         66.79"
"INFY","EQ","04-Dec-2015","       1057.75","       1049.00","       1064.90","       1040.10","       1048.85","       1049.05","       1047.32","    4187765","          4385928455.00","     209805","    3031773","         72.40"
"INFY","EQ","07-Dec-2015","       1049.05","       1055.30","       1059.00","       1040.00","       1046.00","       1046.25","       1048.08","    2256935","          2365448287.20","      65005","    1441112","         63.85"
"INFY","EQ","08-Dec-2015","       1046.25","       1045.05","       1062.75","       1039.30","       1042.00","       1044.40","       1051.88","    2862186","          3010683589.85","      87394","    1790175","         62.55"
"INFY","EQ","09-Dec-2015","       1044.40","       1043.00","       1046.95","       1022.55","       1024.00","       1028.20","       1036.19","    3409127","          3532487392.15","      85433","    2068578","         60.68"
"INFY","EQ","10-Dec-2015","       1028.20","       1036.60","       1051.60","       1030.30","       1049.90","       1047.35","       1040.47","    2793873","          2906945254.15","      80028","    1838589","         65.81"
"INFY","EQ","11-Dec-2015","       1047.35","       1054.00","       1061.90","       1045.90","       1055.65","       1052.80","       1052.88","    2695099","          2837606869.20","      84930","    1623053","         60.22"
"INFY","EQ","14-Dec-2015","       1052.80","       1049.50","       1073.15","       1048.05","       1067.50","       1069.50","       1066.30","    2408336","          2568018429.30","     104978","    1419333","         58.93"
"INFY","EQ","15-Dec-2015","       1069.50","       1073.25","       1079.10","       1058.80","       1078.50","       1077.55","       1071.44","    2715904","          2909926024.15","      76821","    1951187","         71.84"
"INFY","EQ","16-Dec-2015","       1077.55","       1083.40","       1098.00","       1083.40","       1094.00","       1095.85","       1092.86","    2747926","          3003094115.65","      66894","    1988090","         72.35"
"INFY","EQ","17-Dec-2015","       1095.85","       1100.00","       1109.80","       1088.00","       1105.50","       1107.10","       1099.83","    2479391","          2726907088.85","      87599","    1294917","         52.23"
"INFY","EQ","18-Dec-2015","       1107.10","       1103.40","       1103.40","       1079.45","       1085.95","       1083.15","       1086.91","    3609910","          3923650702.80","      65866","    2604590","         72.15"
"INFY","EQ","21-Dec-2015","       1083.15","       1077.00","       1107.40","       1065.95","       1107.00","       1103.45","       1095.68","    2165506","          2372706847.85","      61692","    1223571","         56.50"
"INFY","EQ","22-Dec-2015","       1103.45","       1097.45","       1097.45","       1080.10","       1085.00","       1083.75","       1085.81","    2054627","          2230938914.20","      51963","    1204818","         58.64"
"INFY","EQ","23-Dec-2015","       1083.75","       1095.05","       1102.50","       1087.05","       1100.00","       1100.85","       1097.35","    1435464","          1575200227.85","      38571","     861318","         60.00"
"INFY","EQ","24-Dec-2015","       1100.85","       1102.05","       1104.45","       1090.10","       1095.80","       1096.35","       1095.84","     615027","           673969561.20","      20528","     294731","         47.92"
"INFY","EQ","28-Dec-2015","       1096.35","       1090.00","       1110.00","       1090.00","       1103.80","       1104.75","       1105.51","    2763476","          3055046034.75","      51103","    1880078","         68.03"
"INFY","EQ","29-Dec-2015","       1104.75","       1101.25","       1110.00","       1097.30","       1103.00","       1104.70","       1104.14","    1672531","          1846706112.35","      52409","     967577","         57.85"
"INFY","EQ","30-Dec-2015","       1104.70","       1101.10","       1106.60","       1083.00","       1088.00","       1086.30","       1094.45","    2576985","          2820380075.65","      65379","    1754378","         68.08"
"INFY","EQ","31-Dec-2015","       1086.30","       1090.15","       1109.95","       1087.00","       1107.00","       1105.40","       1102.09","    3971969","          4377467436.10","      75143","    2641827","         66.51"
"INFY","EQ","01-Jan-2016","       1105.40","       1100.00","       1108.95","       1093.20","       1103.00","       1105.25","       1103.13","     903275","           996433258.65","      18982","     331554","         36.71"
"INFY","EQ","04-Jan-2016","       1105.25","       1099.95","       1102.45","       1076.05","       1078.50","       1078.90","       1087.82","    1987681","          2162230783.75","      53877","    1247329","         62.75"
"INFY","EQ","05-Jan-2016","       1078.90","       1085.50","       1085.50","       1062.25","       1073.00","       1074.05","       1073.17","    2474893","          2655975460.75","      62085","    1566206","         63.28"
"INFY","EQ","06-Jan-2016","       1074.05","       1074.65","       1074.65","       1058.90","       1068.50","       1069.35","       1067.55","    2794164","          2982910237.80","      76128","    1985200","         71.05"
"INFY","EQ","07-Jan-2016","       1069.35","       1060.05","       1067.90","       1047.90","       1052.55","       1050.80","       1057.50","    2647044","          2799255720.40","      79845","    1650344","         62.35"
"INFY","EQ","08-Jan-2016","       1050.80","       1061.50","       1067.40","       1055.50","       1064.65","       1063.30","       1061.56","    1578358","          1675521986.35","      47934","     847886","         53.72"
"INFY","EQ","11-Jan-2016","       1063.30","       1056.30","       1069.95","       1052.10","       1054.50","       1055.70","       1057.72","    2680311","          2835019451.30","      66784","    1635209","         61.01"
"INFY","EQ","12-Jan-2016","       1055.70","       1062.00","       1062.95","       1030.85","       1048.05","       1049.95","       1046.58","    3282606","          3435500122.05","      95213","    2327621","         70.91"
"INFY","EQ","13-Jan-2016","       1049.95","       1057.00","       1091.00","       1048.10","       1081.05","       1083.40","       1073.58","    4375647","          4697626038.20","      82289","    2136586","         48.83"
"INFY","EQ","14-Jan-2016","       1083.40","       1066.00","       1155.00","       1054.35","       1137.50","       1133.00","       1128.78","   15113503","         17059827436.60","     335583","    5601848","         37.07"
"INFY","EQ","15-Jan-2016","       1133.00","       1148.00","       1164.00","       1137.55","       1140.00","       1139.90","       1147.83","    6518307","          7481937162.95","     168749","    3790529","         58.15"
"INFY","EQ","18-Jan-2016","       1139.90","       1139.90","       1162.10","       1128.35","       1129.60","       1131.90","       1144.54","    5033306","          5760833305.25","     124462","    3285743","         65.28"
"INFY","EQ","19-Jan-2016","       1131.90","       1135.00","       1158.95","       1128.55","       1140.25","       1139.65","       1143.19","    3750218","          4287225459.85","     131724","    2249627","         59.99"
"INFY","EQ","20-Jan-2016","       1139.65","       1134.00","       1160.00","       1117.00","       1120.75","       1121.25","       1127.86","    3753999","          4233996102.55","     106567","    2197144","         58.53"
"INFY","EQ","21-Jan-2016","       1121.25","       1135.00","       1142.50","       1122.00","       1139.65","       1137.05","       1133.26","    3371500","          3820774623.70","     107775","    2004650","         59.46"
"INFY","EQ","22-Jan-2016","       1137.05","       1148.10","       1152.50","       1131.00","       1140.00","       1136.25","       1139.49","    3218009","          3666879628.35","     106108","    2176678","         67.64"
"INFY","EQ","25-Jan-2016","       1136.25","       1140.25","       1146.85","       1124.55","       1141.00","       1137.65","       1136.23","    2289631","          2601551835.20","      78546","    1529972","         66.82"
"INFY","EQ","27-Jan-2016","       1137.65","       1146.45","       1149.60","       1135.00","       1135.35","       1138.50","       1141.44","    3485981","          3979041708.30","      79129","    2274278","         65.24"
"INFY","EQ","28-Jan-2016","       1138.50","       1136.00","       1142.60","       1126.20","       1129.10","       1129.60","       1131.59","    3894299","          4406764531.15","      67003","    3016965","         77.47"
"INFY","EQ","29-Jan-2016","       1129.60","       1138.00","       1170.00","       1131.60","       1166.00","       1164.90","       1155.59","    5116054","          5912064475.80","     105694","    3658298","         71.51"
"INFY","EQ","01-Feb-2016","       1164.90","       1170.00","       1179.90","       1161.60","       1171.50","       1173.35","       1171.18","    2125563","          2489417759.90","      69859","    1159429","         54.55"
"INFY","EQ","02-Feb-2016","       1173.35","       1176.85","       1190.00","       1164.00","       1168.40","       1175.55","       1181.63","    3816351","          4509511501.65","      87845","    2430012","         63.67"
"INFY","EQ","03-Feb-2016","       1175.55","       1167.80","       1175.90","       1152.75","       1158.90","       1157.70","       1163.28","    2622983","          3051257780.30","      64989","    1613649","         61.52"
"INFY","EQ","04-Feb-2016","       1157.70","       1160.05","       1194.95","       1160.05","       1179.30","       1179.75","       1181.37","    2774673","          3277919301.65","      68846","    1524604","         54.95"
"INFY","EQ","05-Feb-2016","       1179.75","       1175.50","       1186.65","       1171.85","       1176.85","       1174.70","       1178.61","    1992112","          2347916405.80","      72608","    1221680","         61.33"
"INFY","EQ","08-Feb-2016","       1174.70","       1163.75","       1172.20","       1143.80","       1145.85","       1150.80","       1159.26","    2110522","          2446635959.95","      58432","    1435924","         68.04"
"INFY","EQ","09-Feb-2016","       1150.80","       1128.30","       1128.30","       1093.50","       1107.50","       1107.65","       1107.11","    3789786","          4195709094.40","     110917","    2447506","         64.58"
"INFY","EQ","10-Feb-2016","       1107.65","       1108.00","       1127.50","       1105.00","       1106.10","       1108.55","       1115.31","    2933027","          3271248829.10","      95356","    1678192","         57.22"
"INFY","EQ","11-Feb-2016","       1108.55","       1111.00","       1113.00","       1071.15","       1078.80","       1078.65","       1089.29","    2607189","          2839987984.55","      93260","    1525023","         58.49"
"INFY","EQ","12-Feb-2016","       1078.65","       1094.70","       1104.40","       1067.00","       1084.75","       1084.65","       1083.79","    3704048","          4014409217.80","     112945","    2195228","         59.27"
"INFY","EQ","15-Feb-2016","       1084.65","       1096.25","       1100.20","       1086.60","       1089.00","       1091.75","       1091.38","    2546739","          2779457263.70","     107866","    1662965","         65.30"
"INFY","EQ","16-Feb-2016","       1091.75","       1087.00","       1092.75","       1073.70","       1081.20","       1079.15","       1081.53","    2562724","          2771671744.90","      92796","    1599118","         62.40"
"INFY","EQ","17-Feb-2016","       1079.15","       1081.75","       1103.00","       1077.00","       1095.00","       1097.85","       1089.23","    2082299","          2268104576.65","      79410","    1221857","         58.68"
"INFY","EQ","18-Feb-2016","       1097.85","       1100.00","       1127.00","       1100.00","       1121.30","       1123.40","       1115.43","    2094536","          2336317812.75","      70844","    1322322","         63.13"
"INFY","EQ","19-Feb-2016","       1123.40","       1119.20","       1134.20","       1113.85","       1123.45","       1127.25","       1125.72","    1987009","          2236825271.95","      85227","    1299849","         65.42"
"INFY","EQ","22-Feb-2016","       1127.25","       1131.00","       1133.95","       1114.05","       1126.00","       1126.65","       1126.83","    1928505","          2173092989.75","      71684","    1202192","         62.34"
"INFY","EQ","23-Feb-2016","       1126.65","       1130.25","       1132.50","       1116.05","       1123.00","       1123.90","       1124.64","    1250980","          1406895965.65","      78553","     662922","         52.99"
"INFY","EQ","24-Feb-2016","       1123.90","       1119.50","       1143.75","       1118.35","       1125.00","       1125.35","       1132.34","    2475357","          2802937160.25","      92342","    1604525","         64.82"
"INFY","EQ","25-Feb-2016","       1125.35","       1125.40","       1130.60","       1101.10","       1115.90","       1110.30","       1112.14","    2242264","          2493709761.25","     102958","    1444125","         64.40"
"INFY","EQ","26-Feb-2016","       1110.30","       1120.15","       1132.00","       1116.00","       1122.10","       1121.15","       1121.60","    2117818","          2375337063.60","     114603","    1397368","         65.98"
"INFY","EQ","29-Feb-2016","       1121.15","       1129.50","       1130.40","       1068.30","       1085.55","       1084.05","       1095.62","    4083038","          4473469436.35","      95756","    2466669","         60.41"
"INFY","EQ","01-Mar-2016","       1084.05","       1094.80","       1130.30","       1094.80","       1128.75","       1125.45","       1118.92","    3193077","          3572794466.90","      99480","    2364104","         74.04"
"INFY","EQ","02-Mar-2016","       1125.45","       1137.05","       1163.50","       1125.00","       1158.50","       1156.00","       1143.15","    3607449","          4123873292.05","     105889","    2027082","         56.19"
"INFY","EQ","03-Mar-2016","       1156.00","       1168.00","       1192.85","       1154.00","       1172.00","       1169.30","       1173.96","    2907152","          3412892364.45","     100651","    1689844","         58.13"
"INFY","EQ","04-Mar-2016","       1169.30","       1175.60","       1185.00","       1159.10","       1175.30","       1170.65","       1173.98","    2140840","          2513300444.70","      63895","    1227929","         57.36"
